nomor_perkara,judul,tahun,amar_putusan,url_detail,kategori_amar,jenis_Lainnya,jenis_PHPU,jenis_Pengujian UU,jenis_Sengketa Lembaga,y_dikabulkan
PUT-0420/2023,Perkara Nomor 420,2020,Dikabulkan,https://jdih.mkri.id/detail/420,Dikabulkan,False,True,False,False,1
PUT-0421/2023,Perkara Nomor 421,2018,Dikabulkan,https://jdih.mkri.id/detail/421,Dikabulkan,True,False,False,False,1
PUT-0422/2023,Perkara Nomor 422,2021,Tidak Diterima,https://jdih.mkri.id/detail/422,Tidak Diterima,False,True,False,False,0
PUT-0423/2023,Perkara Nomor 423,2018,Tidak Diterima,https://jdih.mkri.id/detail/423,Tidak Diterima,False,False,True,False,0
PUT-0424/2023,Perkara Nomor 424,2021,Dikabulkan,https://jdih.mkri.id/detail/424,Dikabulkan,False,True,False,False,1
PUT-0425/2023,Perkara Nomor 425,2022,Dikabulkan,https://jdih.mkri.id/detail/425,Dikabulkan,False,False,True,False,1
PUT-0426/2023,Perkara Nomor 426,2022,Dikabulkan,https://jdih.mkri.id/detail/426,Dikabulkan,True,False,False,False,1
PUT-0427/2023,Perkara Nomor 427,2021,Ditolak,https://jdih.mkri.id/detail/427,Ditolak,False,False,True,False,0
PUT-0428/2023,Perkara Nomor 428,2021,Dikabulkan,https://jdih.mkri.id/detail/428,Dikabulkan,False,True,False,False,1
PUT-0429/2023,Perkara Nomor 429,2021,Tidak Diterima,https://jdih.mkri.id/detail/429,Tidak Diterima,False,True,False,False,0
PUT-0430/2023,Perkara Nomor 430,2019,Dikabulkan,https://jdih.mkri.id/detail/430,Dikabulkan,False,True,False,False,1
PUT-0431/2023,Perkara Nomor 431,2020,Ditolak,https://jdih.mkri.id/detail/431,Ditolak,False,False,True,False,0
PUT-0432/2023,Perkara Nomor 432,2023,Ditolak,https://jdih.mkri.id/detail/432,Ditolak,True,False,False,False,0
PUT-0433/2023,Perkara Nomor 433,2018,Dikabulkan,https://jdih.mkri.id/detail/433,Dikabulkan,True,False,False,False,1
PUT-0434/2023,Perkara Nomor 434,2022,Dikabulkan,https://jdih.mkri.id/detail/434,Dikabulkan,False,True,False,False,1
PUT-0435/2023,Perkara Nomor 435,2020,Dikabulkan,https://jdih.mkri.id/detail/435,Dikabulkan,True,False,False,False,1
PUT-0436/2023,Perkara Nomor 436,2020,Ditolak,https://jdih.mkri.id/detail/436,Ditolak,False,False,True,False,0
PUT-0437/2023,Perkara Nomor 437,2020,Ditolak,https://jdih.mkri.id/detail/437,Ditolak,False,True,False,False,0
PUT-0438/2023,Perkara Nomor 438,2019,Dikabulkan,https://jdih.mkri.id/detail/438,Dikabulkan,False,True,False,False,1
PUT-0439/2023,Perkara Nomor 439,2020,Dikabulkan,https://jdih.mkri.id/detail/439,Dikabulkan,False,False,True,False,1
PUT-0440/2023,Perkara Nomor 440,2018,Dikabulkan,https://jdih.mkri.id/detail/440,Dikabulkan,False,True,False,False,1
PUT-0441/2023,Perkara Nomor 441,2021,Dikabulkan,https://jdih.mkri.id/detail/441,Dikabulkan,False,True,False,False,1
PUT-0442/2023,Perkara Nomor 442,2019,Dikabulkan,https://jdih.mkri.id/detail/442,Dikabulkan,False,False,True,False,1
PUT-0443/2023,Perkara Nomor 443,2023,Tidak Diterima,https://jdih.mkri.id/detail/443,Tidak Diterima,False,False,True,False,0
PUT-0444/2023,Perkara Nomor 444,2022,Dikabulkan,https://jdih.mkri.id/detail/444,Dikabulkan,False,True,False,False,1
PUT-0445/2023,Perkara Nomor 445,2021,Dikabulkan,https://jdih.mkri.id/detail/445,Dikabulkan,False,True,False,False,1
PUT-0446/2023,Perkara Nomor 446,2018,Dikabulkan,https://jdih.mkri.id/detail/446,Dikabulkan,False,True,False,False,1
PUT-0447/2023,Perkara Nomor 447,2022,Dikabulkan,https://jdih.mkri.id/detail/447,Dikabulkan,False,False,False,True,1
PUT-0448/2023,Perkara Nomor 448,2021,Ditolak,https://jdih.mkri.id/detail/448,Ditolak,False,True,False,False,0
PUT-0449/2023,Perkara Nomor 449,2020,Ditolak,https://jdih.mkri.id/detail/449,Ditolak,False,False,True,False,0
PUT-0450/2023,Perkara Nomor 450,2021,Tidak Diterima,https://jdih.mkri.id/detail/450,Tidak Diterima,True,False,False,False,0
PUT-0451/2023,Perkara Nomor 451,2021,Ditolak,https://jdih.mkri.id/detail/451,Ditolak,False,False,True,False,0
PUT-0452/2023,Perkara Nomor 452,2020,Dikabulkan,https://jdih.mkri.id/detail/452,Dikabulkan,False,True,False,False,1
PUT-0453/2023,Perkara Nomor 453,2023,Ditolak,https://jdih.mkri.id/detail/453,Ditolak,False,False,True,False,0
PUT-0454/2023,Perkara Nomor 454,2022,Ditolak,https://jdih.mkri.id/detail/454,Ditolak,False,False,True,False,0
PUT-0455/2023,Perkara Nomor 455,2021,Dikabulkan,https://jdih.mkri.id/detail/455,Dikabulkan,False,True,False,False,1
PUT-0456/2023,Perkara Nomor 456,2021,Ditolak,https://jdih.mkri.id/detail/456,Ditolak,False,False,True,False,0
PUT-0457/2023,Perkara Nomor 457,2022,Dikabulkan,https://jdih.mkri.id/detail/457,Dikabulkan,False,False,False,True,1
PUT-0458/2023,Perkara Nomor 458,2020,Ditolak,https://jdih.mkri.id/detail/458,Ditolak,False,False,True,False,0
PUT-0459/2023,Perkara Nomor 459,2020,Dikabulkan,https://jdih.mkri.id/detail/459,Dikabulkan,False,False,True,False,1
PUT-0460/2023,Perkara Nomor 460,2020,Dikabulkan,https://jdih.mkri.id/detail/460,Dikabulkan,False,False,True,False,1
PUT-0461/2023,Perkara Nomor 461,2021,Ditolak,https://jdih.mkri.id/detail/461,Ditolak,False,True,False,False,0
PUT-0462/2023,Perkara Nomor 462,2023,Tidak Diterima,https://jdih.mkri.id/detail/462,Tidak Diterima,False,False,False,True,0
PUT-0463/2023,Perkara Nomor 463,2020,Dikabulkan,https://jdih.mkri.id/detail/463,Dikabulkan,False,False,True,False,1
PUT-0464/2023,Perkara Nomor 464,2021,Tidak Diterima,https://jdih.mkri.id/detail/464,Tidak Diterima,True,False,False,False,0
PUT-0465/2023,Perkara Nomor 465,2021,Dikabulkan,https://jdih.mkri.id/detail/465,Dikabulkan,False,True,False,False,1
PUT-0466/2023,Perkara Nomor 466,2018,Ditolak,https://jdih.mkri.id/detail/466,Ditolak,False,True,False,False,0
PUT-0467/2023,Perkara Nomor 467,2022,Tidak Diterima,https://jdih.mkri.id/detail/467,Tidak Diterima,False,False,True,False,0
PUT-0468/2023,Perkara Nomor 468,2021,Ditolak,https://jdih.mkri.id/detail/468,Ditolak,False,False,True,False,0
PUT-0469/2023,Perkara Nomor 469,2019,Ditolak,https://jdih.mkri.id/detail/469,Ditolak,False,False,True,False,0
PUT-0470/2023,Perkara Nomor 470,2023,Dikabulkan,https://jdih.mkri.id/detail/470,Dikabulkan,False,True,False,False,1
PUT-0471/2023,Perkara Nomor 471,2022,Ditolak,https://jdih.mkri.id/detail/471,Ditolak,True,False,False,False,0
PUT-0472/2023,Perkara Nomor 472,2020,Dikabulkan,https://jdih.mkri.id/detail/472,Dikabulkan,False,True,False,False,1
PUT-0473/2023,Perkara Nomor 473,2022,Tidak Diterima,https://jdih.mkri.id/detail/473,Tidak Diterima,True,False,False,False,0
PUT-0474/2023,Perkara Nomor 474,2020,Tidak Diterima,https://jdih.mkri.id/detail/474,Tidak Diterima,False,False,True,False,0
PUT-0475/2023,Perkara Nomor 475,2022,Tidak Diterima,https://jdih.mkri.id/detail/475,Tidak Diterima,False,False,True,False,0
PUT-0476/2023,Perkara Nomor 476,2022,Ditolak,https://jdih.mkri.id/detail/476,Ditolak,False,False,False,True,0
PUT-0477/2023,Perkara Nomor 477,2019,Ditolak,https://jdih.mkri.id/detail/477,Ditolak,False,False,False,True,0
PUT-0478/2023,Perkara Nomor 478,2020,Dikabulkan,https://jdih.mkri.id/detail/478,Dikabulkan,False,True,False,False,1
PUT-0479/2023,Perkara Nomor 479,2021,Ditolak,https://jdih.mkri.id/detail/479,Ditolak,False,True,False,False,0
PUT-0480/2023,Perkara Nomor 480,2019,Ditolak,https://jdih.mkri.id/detail/480,Ditolak,False,False,False,True,0
PUT-0481/2023,Perkara Nomor 481,2020,Ditolak,https://jdih.mkri.id/detail/481,Ditolak,False,False,False,True,0
PUT-0482/2023,Perkara Nomor 482,2021,Dikabulkan,https://jdih.mkri.id/detail/482,Dikabulkan,False,True,False,False,1
PUT-0483/2023,Perkara Nomor 483,2021,Tidak Diterima,https://jdih.mkri.id/detail/483,Tidak Diterima,False,False,False,True,0
PUT-0484/2023,Perkara Nomor 484,2019,Dikabulkan,https://jdih.mkri.id/detail/484,Dikabulkan,False,False,True,False,1
PUT-0485/2023,Perkara Nomor 485,2021,Ditolak,https://jdih.mkri.id/detail/485,Ditolak,False,False,True,False,0
PUT-0486/2023,Perkara Nomor 486,2020,Ditolak,https://jdih.mkri.id/detail/486,Ditolak,False,False,True,False,0
PUT-0487/2023,Perkara Nomor 487,2018,Dikabulkan,https://jdih.mkri.id/detail/487,Dikabulkan,False,False,True,False,1
PUT-0488/2023,Perkara Nomor 488,2021,Ditolak,https://jdih.mkri.id/detail/488,Ditolak,False,False,False,True,0
PUT-0489/2023,Perkara Nomor 489,2019,Ditolak,https://jdih.mkri.id/detail/489,Ditolak,False,False,True,False,0
PUT-0490/2023,Perkara Nomor 490,2021,Dikabulkan,https://jdih.mkri.id/detail/490,Dikabulkan,False,False,True,False,1
PUT-0491/2023,Perkara Nomor 491,2023,Ditolak,https://jdih.mkri.id/detail/491,Ditolak,False,False,True,False,0
PUT-0492/2023,Perkara Nomor 492,2022,Tidak Diterima,https://jdih.mkri.id/detail/492,Tidak Diterima,False,True,False,False,0
PUT-0493/2023,Perkara Nomor 493,2019,Dikabulkan,https://jdih.mkri.id/detail/493,Dikabulkan,False,False,True,False,1
PUT-0494/2023,Perkara Nomor 494,2021,Dikabulkan,https://jdih.mkri.id/detail/494,Dikabulkan,False,True,False,False,1
PUT-0495/2023,Perkara Nomor 495,2022,Dikabulkan,https://jdih.mkri.id/detail/495,Dikabulkan,False,False,True,False,1
PUT-0496/2023,Perkara Nomor 496,2019,Dikabulkan,https://jdih.mkri.id/detail/496,Dikabulkan,False,False,True,False,1
PUT-0497/2023,Perkara Nomor 497,2022,Tidak Diterima,https://jdih.mkri.id/detail/497,Tidak Diterima,False,True,False,False,0
PUT-0498/2023,Perkara Nomor 498,2020,Tidak Diterima,https://jdih.mkri.id/detail/498,Tidak Diterima,False,True,False,False,0
PUT-0499/2023,Perkara Nomor 499,2019,Ditolak,https://jdih.mkri.id/detail/499,Ditolak,False,False,True,False,0
PUT-0500/2023,Perkara Nomor 500,2022,Dikabulkan,https://jdih.mkri.id/detail/500,Dikabulkan,False,True,False,False,1
PUT-0501/2023,Perkara Nomor 501,2021,Tidak Diterima,https://jdih.mkri.id/detail/501,Tidak Diterima,True,False,False,False,0
PUT-0502/2023,Perkara Nomor 502,2021,Ditolak,https://jdih.mkri.id/detail/502,Ditolak,False,False,True,False,0
PUT-0503/2023,Perkara Nomor 503,2021,Dikabulkan,https://jdih.mkri.id/detail/503,Dikabulkan,False,False,False,True,1
PUT-0504/2023,Perkara Nomor 504,2022,Ditolak,https://jdih.mkri.id/detail/504,Ditolak,False,False,True,False,0
PUT-0505/2023,Perkara Nomor 505,2022,Ditolak,https://jdih.mkri.id/detail/505,Ditolak,False,False,False,True,0
PUT-0506/2023,Perkara Nomor 506,2018,Dikabulkan,https://jdih.mkri.id/detail/506,Dikabulkan,False,False,True,False,1
PUT-0507/2023,Perkara Nomor 507,2020,Tidak Diterima,https://jdih.mkri.id/detail/507,Tidak Diterima,True,False,False,False,0
PUT-0508/2023,Perkara Nomor 508,2019,Tidak Diterima,https://jdih.mkri.id/detail/508,Tidak Diterima,False,False,True,False,0
PUT-0509/2023,Perkara Nomor 509,2019,Ditolak,https://jdih.mkri.id/detail/509,Ditolak,False,False,True,False,0
PUT-0510/2023,Perkara Nomor 510,2022,Ditolak,https://jdih.mkri.id/detail/510,Ditolak,False,True,False,False,0
PUT-0511/2023,Perkara Nomor 511,2022,Dikabulkan,https://jdih.mkri.id/detail/511,Dikabulkan,False,False,True,False,1
PUT-0512/2023,Perkara Nomor 512,2022,Tidak Diterima,https://jdih.mkri.id/detail/512,Tidak Diterima,False,False,True,False,0
PUT-0513/2023,Perkara Nomor 513,2019,Dikabulkan,https://jdih.mkri.id/detail/513,Dikabulkan,True,False,False,False,1
PUT-0514/2023,Perkara Nomor 514,2019,Ditolak,https://jdih.mkri.id/detail/514,Ditolak,False,True,False,False,0
PUT-0515/2023,Perkara Nomor 515,2021,Ditolak,https://jdih.mkri.id/detail/515,Ditolak,False,False,True,False,0
PUT-0516/2023,Perkara Nomor 516,2020,Dikabulkan,https://jdih.mkri.id/detail/516,Dikabulkan,False,False,True,False,1
PUT-0517/2023,Perkara Nomor 517,2021,Dikabulkan,https://jdih.mkri.id/detail/517,Dikabulkan,True,False,False,False,1
PUT-0518/2023,Perkara Nomor 518,2021,Dikabulkan,https://jdih.mkri.id/detail/518,Dikabulkan,False,False,False,True,1
PUT-0519/2023,Perkara Nomor 519,2021,Ditolak,https://jdih.mkri.id/detail/519,Ditolak,False,False,True,False,0
PUT-0520/2023,Perkara Nomor 520,2022,Ditolak,https://jdih.mkri.id/detail/520,Ditolak,False,False,True,False,0
PUT-0521/2023,Perkara Nomor 521,2021,Ditolak,https://jdih.mkri.id/detail/521,Ditolak,False,True,False,False,0
PUT-0522/2023,Perkara Nomor 522,2018,Tidak Diterima,https://jdih.mkri.id/detail/522,Tidak Diterima,False,False,True,False,0
PUT-0523/2023,Perkara Nomor 523,2018,Dikabulkan,https://jdih.mkri.id/detail/523,Dikabulkan,False,False,True,False,1
PUT-0524/2023,Perkara Nomor 524,2021,Tidak Diterima,https://jdih.mkri.id/detail/524,Tidak Diterima,False,False,True,False,0
PUT-0525/2023,Perkara Nomor 525,2019,Tidak Diterima,https://jdih.mkri.id/detail/525,Tidak Diterima,False,True,False,False,0
PUT-0526/2023,Perkara Nomor 526,2018,Ditolak,https://jdih.mkri.id/detail/526,Ditolak,False,False,True,False,0
PUT-0527/2023,Perkara Nomor 527,2023,Tidak Diterima,https://jdih.mkri.id/detail/527,Tidak Diterima,False,False,True,False,0
PUT-0528/2023,Perkara Nomor 528,2022,Ditolak,https://jdih.mkri.id/detail/528,Ditolak,False,True,False,False,0
PUT-0529/2023,Perkara Nomor 529,2019,Dikabulkan,https://jdih.mkri.id/detail/529,Dikabulkan,False,False,True,False,1
PUT-0530/2023,Perkara Nomor 530,2023,Ditolak,https://jdih.mkri.id/detail/530,Ditolak,False,False,True,False,0
PUT-0531/2023,Perkara Nomor 531,2022,Ditolak,https://jdih.mkri.id/detail/531,Ditolak,False,False,True,False,0
PUT-0532/2023,Perkara Nomor 532,2022,Ditolak,https://jdih.mkri.id/detail/532,Ditolak,False,False,True,False,0
PUT-0533/2023,Perkara Nomor 533,2022,Tidak Diterima,https://jdih.mkri.id/detail/533,Tidak Diterima,False,False,False,True,0
PUT-0534/2023,Perkara Nomor 534,2021,Ditolak,https://jdih.mkri.id/detail/534,Ditolak,False,False,True,False,0
PUT-0535/2023,Perkara Nomor 535,2020,Ditolak,https://jdih.mkri.id/detail/535,Ditolak,False,False,True,False,0
PUT-0536/2023,Perkara Nomor 536,2019,Ditolak,https://jdih.mkri.id/detail/536,Ditolak,False,False,False,True,0
PUT-0537/2023,Perkara Nomor 537,2021,Dikabulkan,https://jdih.mkri.id/detail/537,Dikabulkan,False,True,False,False,1
PUT-0538/2023,Perkara Nomor 538,2023,Tidak Diterima,https://jdih.mkri.id/detail/538,Tidak Diterima,False,False,True,False,0
PUT-0539/2023,Perkara Nomor 539,2022,Tidak Diterima,https://jdih.mkri.id/detail/539,Tidak Diterima,False,True,False,False,0
PUT-0540/2023,Perkara Nomor 540,2021,Ditolak,https://jdih.mkri.id/detail/540,Ditolak,False,False,True,False,0
PUT-0541/2023,Perkara Nomor 541,2021,Tidak Diterima,https://jdih.mkri.id/detail/541,Tidak Diterima,False,False,True,False,0
PUT-0542/2023,Perkara Nomor 542,2019,Tidak Diterima,https://jdih.mkri.id/detail/542,Tidak Diterima,False,True,False,False,0
PUT-0543/2023,Perkara Nomor 543,2019,Ditolak,https://jdih.mkri.id/detail/543,Ditolak,False,False,True,False,0
PUT-0544/2023,Perkara Nomor 544,2022,Dikabulkan,https://jdih.mkri.id/detail/544,Dikabulkan,False,False,True,False,1
PUT-0545/2023,Perkara Nomor 545,2018,Ditolak,https://jdih.mkri.id/detail/545,Ditolak,False,False,True,False,0
PUT-0546/2023,Perkara Nomor 546,2021,Ditolak,https://jdih.mkri.id/detail/546,Ditolak,False,False,True,False,0
PUT-0547/2023,Perkara Nomor 547,2021,Ditolak,https://jdih.mkri.id/detail/547,Ditolak,True,False,False,False,0
PUT-0548/2023,Perkara Nomor 548,2022,Tidak Diterima,https://jdih.mkri.id/detail/548,Tidak Diterima,False,False,True,False,0
PUT-0549/2023,Perkara Nomor 549,2020,Tidak Diterima,https://jdih.mkri.id/detail/549,Tidak Diterima,False,False,False,True,0
PUT-0550/2023,Perkara Nomor 550,2018,Dikabulkan,https://jdih.mkri.id/detail/550,Dikabulkan,False,False,False,True,1
PUT-0551/2023,Perkara Nomor 551,2019,Tidak Diterima,https://jdih.mkri.id/detail/551,Tidak Diterima,True,False,False,False,0
PUT-0552/2023,Perkara Nomor 552,2022,Dikabulkan,https://jdih.mkri.id/detail/552,Dikabulkan,False,False,True,False,1
PUT-0553/2023,Perkara Nomor 553,2020,Dikabulkan,https://jdih.mkri.id/detail/553,Dikabulkan,False,False,False,True,1
PUT-0554/2023,Perkara Nomor 554,2018,Dikabulkan,https://jdih.mkri.id/detail/554,Dikabulkan,True,False,False,False,1
PUT-0555/2023,Perkara Nomor 555,2022,Dikabulkan,https://jdih.mkri.id/detail/555,Dikabulkan,False,True,False,False,1
PUT-0556/2023,Perkara Nomor 556,2019,Dikabulkan,https://jdih.mkri.id/detail/556,Dikabulkan,False,False,True,False,1
PUT-0557/2023,Perkara Nomor 557,2020,Dikabulkan,https://jdih.mkri.id/detail/557,Dikabulkan,False,False,True,False,1
PUT-0558/2023,Perkara Nomor 558,2020,Dikabulkan,https://jdih.mkri.id/detail/558,Dikabulkan,False,True,False,False,1
PUT-0559/2023,Perkara Nomor 559,2019,Dikabulkan,https://jdih.mkri.id/detail/559,Dikabulkan,False,True,False,False,1
PUT-0560/2023,Perkara Nomor 560,2019,Tidak Diterima,https://jdih.mkri.id/detail/560,Tidak Diterima,True,False,False,False,0
PUT-0561/2023,Perkara Nomor 561,2022,Dikabulkan,https://jdih.mkri.id/detail/561,Dikabulkan,False,False,True,False,1
PUT-0562/2023,Perkara Nomor 562,2020,Dikabulkan,https://jdih.mkri.id/detail/562,Dikabulkan,False,False,True,False,1
PUT-0563/2023,Perkara Nomor 563,2021,Dikabulkan,https://jdih.mkri.id/detail/563,Dikabulkan,False,True,False,False,1
PUT-0564/2023,Perkara Nomor 564,2020,Tidak Diterima,https://jdih.mkri.id/detail/564,Tidak Diterima,False,True,False,False,0
PUT-0565/2023,Perkara Nomor 565,2022,Dikabulkan,https://jdih.mkri.id/detail/565,Dikabulkan,False,False,True,False,1
PUT-0566/2023,Perkara Nomor 566,2018,Ditolak,https://jdih.mkri.id/detail/566,Ditolak,False,True,False,False,0
PUT-0567/2023,Perkara Nomor 567,2023,Tidak Diterima,https://jdih.mkri.id/detail/567,Tidak Diterima,False,False,False,True,0
PUT-0568/2023,Perkara Nomor 568,2021,Ditolak,https://jdih.mkri.id/detail/568,Ditolak,False,False,True,False,0
PUT-0569/2023,Perkara Nomor 569,2021,Ditolak,https://jdih.mkri.id/detail/569,Ditolak,True,False,False,False,0
PUT-0570/2023,Perkara Nomor 570,2021,Dikabulkan,https://jdih.mkri.id/detail/570,Dikabulkan,True,False,False,False,1
PUT-0571/2023,Perkara Nomor 571,2019,Ditolak,https://jdih.mkri.id/detail/571,Ditolak,False,True,False,False,0
PUT-0572/2023,Perkara Nomor 572,2021,Ditolak,https://jdih.mkri.id/detail/572,Ditolak,False,True,False,False,0
PUT-0573/2023,Perkara Nomor 573,2018,Tidak Diterima,https://jdih.mkri.id/detail/573,Tidak Diterima,False,False,False,True,0
PUT-0574/2023,Perkara Nomor 574,2020,Dikabulkan,https://jdih.mkri.id/detail/574,Dikabulkan,False,False,True,False,1
PUT-0575/2023,Perkara Nomor 575,2022,Ditolak,https://jdih.mkri.id/detail/575,Ditolak,False,False,True,False,0
PUT-0576/2023,Perkara Nomor 576,2019,Dikabulkan,https://jdih.mkri.id/detail/576,Dikabulkan,False,False,True,False,1
PUT-0577/2023,Perkara Nomor 577,2020,Ditolak,https://jdih.mkri.id/detail/577,Ditolak,False,False,True,False,0
PUT-0578/2023,Perkara Nomor 578,2021,Tidak Diterima,https://jdih.mkri.id/detail/578,Tidak Diterima,False,False,True,False,0
PUT-0579/2023,Perkara Nomor 579,2022,Tidak Diterima,https://jdih.mkri.id/detail/579,Tidak Diterima,False,True,False,False,0
PUT-0580/2023,Perkara Nomor 580,2018,Dikabulkan,https://jdih.mkri.id/detail/580,Dikabulkan,False,True,False,False,1
PUT-0581/2023,Perkara Nomor 581,2020,Tidak Diterima,https://jdih.mkri.id/detail/581,Tidak Diterima,True,False,False,False,0
PUT-0582/2023,Perkara Nomor 582,2023,Ditolak,https://jdih.mkri.id/detail/582,Ditolak,False,False,True,False,0
PUT-0583/2023,Perkara Nomor 583,2018,Dikabulkan,https://jdih.mkri.id/detail/583,Dikabulkan,True,False,False,False,1
PUT-0584/2023,Perkara Nomor 584,2020,Ditolak,https://jdih.mkri.id/detail/584,Ditolak,False,False,True,False,0
PUT-0585/2023,Perkara Nomor 585,2020,Dikabulkan,https://jdih.mkri.id/detail/585,Dikabulkan,False,False,True,False,1
PUT-0586/2023,Perkara Nomor 586,2021,Tidak Diterima,https://jdih.mkri.id/detail/586,Tidak Diterima,False,False,True,False,0
PUT-0587/2023,Perkara Nomor 587,2022,Tidak Diterima,https://jdih.mkri.id/detail/587,Tidak Diterima,True,False,False,False,0
PUT-0588/2023,Perkara Nomor 588,2021,Tidak Diterima,https://jdih.mkri.id/detail/588,Tidak Diterima,False,False,False,True,0
PUT-0589/2023,Perkara Nomor 589,2022,Tidak Diterima,https://jdih.mkri.id/detail/589,Tidak Diterima,False,False,True,False,0
PUT-0590/2023,Perkara Nomor 590,2020,Ditolak,https://jdih.mkri.id/detail/590,Ditolak,False,True,False,False,0
PUT-0591/2023,Perkara Nomor 591,2021,Ditolak,https://jdih.mkri.id/detail/591,Ditolak,False,False,True,False,0
PUT-0592/2023,Perkara Nomor 592,2023,Dikabulkan,https://jdih.mkri.id/detail/592,Dikabulkan,False,False,True,False,1
PUT-0593/2023,Perkara Nomor 593,2021,Ditolak,https://jdih.mkri.id/detail/593,Ditolak,False,True,False,False,0
PUT-0594/2023,Perkara Nomor 594,2018,Tidak Diterima,https://jdih.mkri.id/detail/594,Tidak Diterima,False,False,True,False,0
PUT-0595/2023,Perkara Nomor 595,2020,Ditolak,https://jdih.mkri.id/detail/595,Ditolak,False,False,True,False,0
PUT-0596/2023,Perkara Nomor 596,2020,Tidak Diterima,https://jdih.mkri.id/detail/596,Tidak Diterima,True,False,False,False,0
PUT-0597/2023,Perkara Nomor 597,2020,Tidak Diterima,https://jdih.mkri.id/detail/597,Tidak Diterima,False,False,True,False,0
PUT-0598/2023,Perkara Nomor 598,2022,Tidak Diterima,https://jdih.mkri.id/detail/598,Tidak Diterima,False,False,False,True,0
PUT-0599/2023,Perkara Nomor 599,2023,Tidak Diterima,https://jdih.mkri.id/detail/599,Tidak Diterima,False,False,True,False,0
PUT-0600/2023,Perkara Nomor 600,2022,Ditolak,https://jdih.mkri.id/detail/600,Ditolak,True,False,False,False,0
PUT-0601/2023,Perkara Nomor 601,2020,Dikabulkan,https://jdih.mkri.id/detail/601,Dikabulkan,False,False,True,False,1
PUT-0602/2023,Perkara Nomor 602,2023,Dikabulkan,https://jdih.mkri.id/detail/602,Dikabulkan,False,False,True,False,1
PUT-0603/2023,Perkara Nomor 603,2023,Dikabulkan,https://jdih.mkri.id/detail/603,Dikabulkan,False,False,True,False,1
PUT-0604/2023,Perkara Nomor 604,2022,Tidak Diterima,https://jdih.mkri.id/detail/604,Tidak Diterima,True,False,False,False,0
PUT-0605/2023,Perkara Nomor 605,2023,Ditolak,https://jdih.mkri.id/detail/605,Ditolak,False,False,True,False,0
PUT-0606/2023,Perkara Nomor 606,2019,Dikabulkan,https://jdih.mkri.id/detail/606,Dikabulkan,True,False,False,False,1
PUT-0607/2023,Perkara Nomor 607,2023,Dikabulkan,https://jdih.mkri.id/detail/607,Dikabulkan,False,False,False,True,1
PUT-0608/2023,Perkara Nomor 608,2018,Ditolak,https://jdih.mkri.id/detail/608,Ditolak,False,True,False,False,0
PUT-0609/2023,Perkara Nomor 609,2022,Ditolak,https://jdih.mkri.id/detail/609,Ditolak,False,False,True,False,0
PUT-0610/2023,Perkara Nomor 610,2021,Dikabulkan,https://jdih.mkri.id/detail/610,Dikabulkan,False,True,False,False,1
PUT-0611/2023,Perkara Nomor 611,2019,Ditolak,https://jdih.mkri.id/detail/611,Ditolak,False,True,False,False,0
PUT-0612/2023,Perkara Nomor 612,2019,Dikabulkan,https://jdih.mkri.id/detail/612,Dikabulkan,False,False,True,False,1
PUT-0613/2023,Perkara Nomor 613,2020,Dikabulkan,https://jdih.mkri.id/detail/613,Dikabulkan,False,True,False,False,1
PUT-0614/2023,Perkara Nomor 614,2023,Tidak Diterima,https://jdih.mkri.id/detail/614,Tidak Diterima,False,False,True,False,0
PUT-0615/2023,Perkara Nomor 615,2019,Dikabulkan,https://jdih.mkri.id/detail/615,Dikabulkan,False,True,False,False,1
PUT-0616/2023,Perkara Nomor 616,2020,Tidak Diterima,https://jdih.mkri.id/detail/616,Tidak Diterima,True,False,False,False,0
PUT-0617/2023,Perkara Nomor 617,2023,Ditolak,https://jdih.mkri.id/detail/617,Ditolak,False,True,False,False,0
PUT-0618/2023,Perkara Nomor 618,2023,Dikabulkan,https://jdih.mkri.id/detail/618,Dikabulkan,False,False,True,False,1
PUT-0619/2023,Perkara Nomor 619,2023,Ditolak,https://jdih.mkri.id/detail/619,Ditolak,False,False,True,False,0
PUT-0620/2023,Perkara Nomor 620,2022,Tidak Diterima,https://jdih.mkri.id/detail/620,Tidak Diterima,False,False,False,True,0
PUT-0621/2023,Perkara Nomor 621,2023,Tidak Diterima,https://jdih.mkri.id/detail/621,Tidak Diterima,False,True,False,False,0
PUT-0622/2023,Perkara Nomor 622,2020,Ditolak,https://jdih.mkri.id/detail/622,Ditolak,True,False,False,False,0
PUT-0623/2023,Perkara Nomor 623,2021,Tidak Diterima,https://jdih.mkri.id/detail/623,Tidak Diterima,False,False,True,False,0
PUT-0624/2023,Perkara Nomor 624,2020,Tidak Diterima,https://jdih.mkri.id/detail/624,Tidak Diterima,False,False,True,False,0
PUT-0625/2023,Perkara Nomor 625,2018,Dikabulkan,https://jdih.mkri.id/detail/625,Dikabulkan,False,True,False,False,1
PUT-0626/2023,Perkara Nomor 626,2022,Dikabulkan,https://jdih.mkri.id/detail/626,Dikabulkan,False,True,False,False,1
PUT-0627/2023,Perkara Nomor 627,2020,Dikabulkan,https://jdih.mkri.id/detail/627,Dikabulkan,False,False,True,False,1
PUT-0628/2023,Perkara Nomor 628,2022,Tidak Diterima,https://jdih.mkri.id/detail/628,Tidak Diterima,False,False,False,True,0
PUT-0629/2023,Perkara Nomor 629,2020,Ditolak,https://jdih.mkri.id/detail/629,Ditolak,False,False,True,False,0
